item,cate
2998,5
2999,1
3000,1
3001,0
3002,0
3003,4
3004,1
3005,0
3006,0
3007,0
3008,4
3009,3
3010,0
3011,0
3012,1
3013,0
3014,1
3015,0
3016,0
3017,1
3018,0
3019,3
3020,1
3021,0
3022,0
3023,0
3024,1
3025,11
3026,1
3027,0
3028,5
3029,1
3030,1
3031,1
3032,3
3033,0
3034,0
3035,1
3036,1
3037,0
3038,1
3039,6
3040,0
3041,4
3042,5
3043,1
3044,1
3045,2
3046,0
3047,2
3048,1
3049,4
3050,8
3051,0
3052,2
3053,1
3054,1
3055,4
3056,1
3057,12
3058,1
3059,2
3060,0
3061,2
3062,2
3063,0
3064,1
3065,1
3066,0
3067,4
3068,6
3069,3
3070,3
3071,5
3072,3
3073,2
3074,2
3075,0
3076,0
3077,7
3078,1
3079,1
3080,4
3081,4
3082,0
3083,4
3084,0
3085,1
3086,1
3087,0
3088,16
3089,1
3090,8
3091,8
3092,1
3093,0
3094,7
3095,1
3096,8
3097,1
3098,16
3099,0
3100,0
3101,0
3102,2
3103,0
3104,1
3105,1
3106,3
3107,0
3108,0
3109,1
3110,1
3111,0
3112,8
3113,1
3114,0
3115,0
3116,0
3117,0
3118,5
3119,0
3120,0
3121,0
3122,0
3123,1
3124,1
3125,3
3126,1
3127,0
3128,16
3129,12
3130,1
3131,1
3132,0
3133,1
3134,6
3135,1
3136,3
3137,1
3138,1
3139,4
3140,1
3141,1
3142,1
3143,3
3144,1
3145,1
3146,0
3147,15
3148,1
3149,1
3150,0
3151,0
3152,0
3153,4
3154,0
3155,1
3156,12
3157,1
3158,6
3159,8
3160,5
3161,0
3162,4
3163,1
3164,1
3165,0
3166,0
3167,1
3168,0
3169,1
3170,1
3171,4
3172,1
3173,1
3174,3
3175,0
3176,3
3177,1
3178,7
3179,0
3180,1
3181,4
3182,2
3183,1
3184,0
3185,0
3186,1
3187,3
3188,2
3189,4
3190,1
3191,1
3192,5
3193,0
3194,1
3195,9
3196,4
3197,1
3198,0
3199,4
3200,2
3201,2
3202,1
3203,0
3204,0
3205,1
3206,2
3207,4
3208,1
3209,1
3210,2
3211,1
3212,4
3213,4
3214,1
3215,1
3216,0
3217,1
3218,0
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,0
3228,2
3229,1
3230,6
3231,3
3232,1
3233,1
3234,0
3235,1
3236,1
3237,1
3238,1
3239,1
3240,0
3241,10
3242,0
3243,1
3244,2
3245,0
3246,1
3247,1
3248,0
3249,1
3250,1
3251,1
3252,0
3253,4
3254,1
3255,1
3256,1
3257,0
3258,1
3259,1
3260,0
3261,0
3262,0
3263,0
3264,1
3265,1
3266,1
3267,0
3268,0
3269,0
3270,1
3271,2
3272,0
3273,1
3274,2
3275,1
3276,1
3277,2
3278,11
3279,0
3280,0
3281,1
3282,0
3283,2
3284,0
3285,1
3286,1
3287,2
3288,1
3289,1
3290,1
3291,1
3292,7
3293,1
3294,1
3295,1
3296,4
3297,1
3298,0
3299,4
3300,14
3301,1
3302,1
3303,4
3304,1
3305,0
3306,1
3307,0
3308,14
3309,0
3310,2
3311,5
3312,12
3313,0
3314,1
3315,1
3316,1
3317,1
3318,2
3319,0
3320,1
3321,0
3322,4
3323,1
3324,1
3325,0
3326,2
3327,2
3328,1
3329,1
3330,7
3331,0
3332,5
3333,2
3334,5
3335,0
3336,7
3337,7
3338,7
3339,5
3340,5
3341,5
3342,5
3343,2
3344,6
3345,7
3346,3
3347,0
3348,1
3349,13
3350,2
3351,2
3352,0
3353,7
3354,2
3355,1
3356,2
3357,6
3358,4
3359,0
3360,1
3361,7
3362,1
3363,6
3364,2
3365,1
3366,1
3367,2
3368,1
3369,0
3370,5
3371,4
3372,5
3373,1
3374,4
3375,2
3376,1
3377,4
3378,4
3379,5
3380,3
3381,4
3382,1
3383,1
3384,1
3385,3
3386,3
3387,2
3388,4
3389,4
3390,1
3391,5
3392,5
3393,5
3394,5
3395,4
3396,2
3397,3
3398,1
3399,6
3400,5
3401,9
3402,1
3403,1
3404,1
3405,2
3406,1
3407,17
3408,0
3409,0
3410,1
3411,0
3412,0
3413,1
3414,0
3415,5
3416,1
3417,3
3418,1
3419,1
3420,4
3421,1
3422,0
3423,1
3424,6
3425,7
3426,0
3427,0
3428,1
3429,1
3430,0
3431,0
3432,1
3433,1
3434,1
3435,0
3436,1
3437,1
3438,1
3439,1
3440,0
3441,2
3442,0
3443,1
3444,1
3445,0
3446,18
3447,1
3448,0
3449,0
3450,0
3451,1
3452,4
3453,0
3454,14
3455,0
3456,2
3457,2
3458,5
3459,4
3460,2
3461,0
3462,9
3463,3
3464,3
3465,4
3466,4
3467,5
3468,1
3469,2
3470,2
3471,3
3472,3
3473,1
3474,1
3475,10
3476,10
3477,3
3478,10
3479,10
3480,2
3481,3
3482,3
3483,3
3484,1
3485,3
3486,2
3487,2
3488,3
3489,3
3490,3
3491,3
3492,3
3493,10
3494,3
3495,3
3496,2
3497,10
3498,0
3499,13
3500,3
3501,3
3502,2
3503,3
3504,7
3505,2
3506,0
3507,1
3508,2
3509,0
3510,2
3511,1
3512,3
3513,12
3514,1
3515,0
3516,2
3517,1
3518,2
3519,7
3520,0
3521,2
3522,0
3523,2
3524,6
3525,2
3526,2
3527,1
3528,0
3529,1
3530,1
3531,5
3532,0
3533,0
3534,0
3535,0
3536,3
3537,1
3538,0
3539,0
3540,0
3541,0
3542,16
3543,2
3544,3
3545,8
3546,0
3547,2
3548,2
3549,0
3550,0
3551,11
3552,8
3553,2
3554,2
3555,0
3556,5
3557,2
3558,5
3559,0
3560,2
3561,1
3562,2
3563,2
3564,0
3565,2
3566,1
3567,4
3568,0
3569,4
3570,0
3571,1
3572,1
3573,1
3574,4
3575,1
3576,3
3577,0
3578,5
3579,1
3580,1
3581,1
3582,0
3583,0
3584,4
3585,1
3586,2
3587,2
3588,3
3589,4
3590,1
3591,4
3592,4
3593,0
3594,1
3595,4
3596,5
3597,4
3598,1
3599,2
3600,1
3601,1
3602,1
3603,5
3604,1
3605,5
3606,1
3607,1
3608,1
3609,5
3610,1
3611,5
3612,0
3613,1
3614,0
3615,0
3616,1
3617,6
3618,6
3619,12
3620,6
3621,5
3622,2
3623,4
3624,1
3625,2
3626,2
3627,2
3628,2
3629,8
3630,1
3631,4
3632,2
3633,2
3634,1
3635,1
3636,11
3637,5
3638,6
3639,1
3640,1
3641,1
3642,1
3643,0
3644,4
3645,0
3646,1
3647,1
3648,1
3649,0
3650,0
3651,0
3652,2
3653,1
3654,2
3655,1
3656,2
3657,2
3658,2
3659,8
3660,3
3661,3
3662,8
3663,7
3664,2
3665,2
3666,7
3667,3
3668,3
3669,7
3670,2
3671,3
3672,0
3673,0
3674,1
3675,2
3676,0
3677,15
3678,2
3679,1
3680,1
3681,4
3682,2
3683,2
3684,4
3685,2
3686,2
3687,0
3688,2
3689,0
3690,0
3691,1
3692,6
3693,2
3694,1
3695,0
3696,1
3697,0
3698,1
3699,0
3700,1
3701,1
3702,1
3703,0
3704,2
3705,1
3706,1
3707,1
3708,1
3709,1
3710,1
3711,0
3712,1
3713,2
3714,0
3715,1
3716,1
3717,2
3718,2
3719,1
3720,0
3721,0
3722,7
3723,2
3724,1
3725,2
3726,1
3727,1
3728,3
3729,1
3730,2
3731,2
3732,3
3733,2
3734,2
3735,3
3736,11
3737,1
3738,9
3739,2
3740,1
3741,2
3742,1
3743,3
3744,4
3745,3
3746,1
3747,0
3748,2
3749,2
3750,7
3751,2
3752,0
3753,1
3754,1
3755,0
3756,1
3757,2
3758,8
3759,2
3760,0
3761,2
3762,0
3763,0
3764,0
3765,1
3766,5
3767,2
3768,1
3769,2
3770,4
3771,0
3772,1
3773,1
3774,2
3775,4
3776,2
3777,4
3778,5
3779,0
3780,1
3781,2
3782,3
3783,2
3784,3
3785,0
3786,2
3787,2
3788,2
3789,6
3790,1
3791,1
3792,1
3793,1
3794,5
3795,5
3796,1
3797,1
3798,5
3799,5
3800,5
3801,5
3802,4
3803,1
3804,0
3805,2
3806,0
3807,0
3808,0
3809,1
3810,9
3811,2
3812,3
3813,5
3814,2
3815,4
3816,0
3817,5
3818,1
3819,1
3820,0
3821,5
3822,1
3823,0
3824,2
3825,6
3826,0
3827,5
3828,5
3829,1
3830,0
3831,0
3832,1
3833,2
3834,2
3835,1
3836,9
3837,2
3838,1
3839,1
3840,0
3841,2
3842,0
3843,0
3844,0
3845,6
3846,0
3847,3
3848,0
3849,3
3850,1
3851,0
3852,6
3853,9
3854,2
3855,3
3856,2
3857,0
3858,2
3859,6
3860,4
3861,0
3862,2
3863,10
3864,2
3865,6
3866,6
3867,6
3868,2
3869,1
3870,12
3871,2
3872,0
3873,0
3874,2
3875,0
3876,2
3877,4
3878,2
3879,1
3880,0
3881,1
3882,1
3883,6
3884,2
3885,5
3886,2
3887,2
3888,9
3889,5
3890,5
3891,1
3892,4
3893,1
3894,0
3895,0
3896,0
3897,1
3898,0
3899,1
3900,1
3901,0
3902,5
3903,0
3904,1
3905,1
3906,0
3907,5
3908,0
3909,1
3910,0
3911,0
3912,1
3913,0
3914,2
3915,0
3916,1
3917,1
3918,0
3919,0
3920,1
3921,1
3922,1
3923,1
3924,2
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,8
3937,1
3938,3
3939,2
3940,0
3941,2
3942,0
3943,4
3944,14
3945,0
3946,0
3947,1
3948,1
3949,1
3950,12
3951,0
3952,1
3953,3
3954,0
3955,0
3956,2
3957,4
3958,1
3959,0
3960,0
3961,0
3962,0
3963,6
3964,1
3965,0
3966,4
3967,5
3968,1
3969,1
3970,0
3971,8
3972,0
3973,4
3974,0
3975,2
3976,2
3977,3
3978,0
3979,0
3980,1
3981,4
3982,1
3983,1
3984,3
3985,16
3986,5
3987,4
3988,17
3989,5
3990,6
3991,1
3992,1
3993,1
3994,5
3995,1
3996,1
3997,0
3998,9
3999,1
4000,4
4001,1
4002,6
4003,3
4004,2
4005,8
4006,1
4007,1
4008,1
4009,4
4010,3
4011,2
4012,2
4013,2
4014,2
4015,3
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,0
4023,0
4024,0
4025,1
4026,0
4027,0
4028,0
4029,7
4030,13
4031,1
4032,4
4033,4
4034,1
4035,1
4036,2
4037,4
4038,2
4039,1
4040,2
4041,0
4042,6
4043,2
4044,2
4045,1
4046,2
4047,2
4048,2
4049,0
4050,2
4051,2
4052,0
4053,2
4054,2
4055,2
4056,4
4057,1
4058,1
4059,2
4060,0
4061,2
4062,1
4063,2
4064,2
4065,2
4066,1
4067,1
4068,3
4069,2
4070,6
4071,2
4072,1
4073,2
4074,0
4075,2
4076,2
4077,2
4078,2
4079,0
4080,2
4081,2
4082,2
4083,2
4084,3
4085,2
4086,2
4087,2
4088,2
4089,3
4090,1
4091,0
4092,1
4093,2
4094,0
4095,1
4096,4
4097,1
4098,2
4099,10
4100,6
4101,1
4102,0
4103,2
4104,3
4105,0
4106,3
4107,6
4108,2
4109,6
4110,0
4111,0
4112,3
4113,0
4114,4
4115,0
4116,7
4117,0
4118,3
4119,1
4120,4
4121,7
4122,0
4123,2
4124,0
4125,0
4126,4
4127,0
4128,0
4129,0
4130,7
4131,0
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,4
4141,0
4142,2
4143,1
4144,2
4145,0
4146,1
4147,1
4148,6
4149,6
4150,4
4151,6
4152,1
4153,1
4154,1
4155,3
4156,2
4157,6
4158,6
4159,8
4160,2
4161,6
4162,6
4163,2
4164,6
4165,4
4166,2
4167,2
4168,2
4169,2
4170,2
4171,2
4172,2
4173,10
4174,1
4175,1
4176,4
4177,1
4178,5
4179,5
4180,4
4181,3
4182,7
4183,2
4184,3
4185,0
4186,5
4187,0
4188,1
4189,0
4190,1
4191,1
4192,1
4193,1
4194,1
4195,0
4196,0
4197,1
4198,0
4199,0
4200,1
4201,4
4202,5
4203,0
4204,1
4205,1
4206,0
4207,1
4208,4
4209,1
4210,1
4211,1
4212,0
4213,0
4214,2
4215,1
4216,0
4217,5
4218,3
4219,2
4220,4
4221,2
4222,7
4223,7
4224,0
4225,4
4226,0
4227,1
4228,3
4229,1
4230,1
4231,1
4232,5
4233,7
4234,0
4235,5
4236,5
4237,5
4238,1
4239,5
4240,5
4241,0
4242,0
4243,1
4244,0
4245,5
4246,2
4247,2
4248,5
4249,2
4250,5
4251,0
4252,5
4253,3
4254,2
4255,7
4256,5
4257,0
4258,5
4259,7
4260,5
4261,0
4262,1
4263,5
4264,0
4265,5
4266,7
4267,5
4268,0
4269,5
4270,0
4271,1
4272,2
4273,5
4274,0
4275,1
4276,5
4277,5
4278,0
4279,0
4280,5
4281,1
4282,5
4283,0
4284,1
4285,1
4286,5
4287,4
4288,0
4289,5
4290,1
4291,5
4292,4
4293,5
4294,5
4295,3
4296,5
4297,5
4298,7
4299,0
4300,6
4301,5
4302,7
4303,1
4304,5
4305,0
4306,0
4307,5
4308,5
4309,7
4310,2
4311,1
4312,5
4313,5
4314,7
4315,1
4316,0
4317,0
4318,0
4319,5
4320,0
4321,1
4322,0
4323,5
4324,1
4325,1
4326,5
4327,13
4328,1
4329,5
4330,5
4331,5
4332,3
4333,2
4334,2
4335,2
4336,1
4337,2
4338,1
4339,4
4340,1
4341,3
4342,2
4343,0
4344,3
4345,0
4346,4
4347,4
4348,8
4349,0
4350,1
4351,3
4352,2
4353,2
4354,2
4355,2
4356,1
4357,2
4358,0
4359,0
4360,4
4361,4
4362,0
4363,2
4364,0
4365,2
4366,5
4367,1
4368,6
4369,4
4370,1
4371,1
4372,2
4373,5
4374,1
4375,2
4376,1
4377,1
4378,1
4379,1
4380,4
4381,1
4382,2
4383,1
4384,1
4385,1
4386,0
4387,1
4388,1
4389,3
4390,12
4391,1
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,0
4400,2
4401,8
4402,0
4403,0
4404,5
4405,3
4406,5
4407,0
4408,5
4409,5
4410,0
4411,3
4412,8
4413,5
4414,5
4415,0
4416,0
4417,1
4418,1
4419,1
4420,0
4421,2
4422,2
4423,0
4424,0
4425,0
4426,4
4427,0
4428,7
4429,3
4430,2
4431,3
4432,7
4433,0
4434,11
4435,0
4436,1
4437,2
4438,0
4439,2
4440,0
4441,4
4442,6
4443,2
4444,6
4445,8
4446,2
4447,6
4448,10
4449,5
4450,10
4451,4
4452,6
4453,7
4454,1
4455,2
4456,0
4457,6
4458,1
4459,12
4460,0
4461,2
4462,3
4463,6
4464,5
4465,1
4466,1
4467,2
4468,1
4469,1
4470,7
4471,0
4472,1
4473,3
4474,1
4475,1
4476,0
4477,1
4478,3
4479,0
4480,3
4481,5
4482,4
4483,0
4484,1
4485,3
4486,1
4487,0
4488,3
4489,2
4490,0
4491,4
4492,1
4493,0
4494,1
4495,0
4496,1
4497,6
4498,4
4499,1
4500,4
4501,0
4502,5
4503,1
4504,0
4505,7
4506,0
4507,4
4508,1
4509,1
4510,7
4511,1
4512,1
4513,4
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,0
4521,1
4522,4
4523,1
4524,4
4525,4
4526,4
4527,6
4528,0
4529,6
4530,0
4531,3
4532,3
4533,1
4534,1
4535,11
4536,1
4537,1
4538,0
4539,0
4540,14
4541,9
4542,0
4543,5
4544,1
4545,5
4546,0
4547,1
4548,5
4549,1
4550,0
4551,1
4552,1
4553,2
4554,0
4555,0
4556,0
4557,0
4558,7
4559,5
4560,0
4561,1
4562,1
4563,1
4564,0
4565,1
4566,1
4567,3
4568,0
4569,0
4570,3
4571,2
4572,2
4573,2
4574,12
4575,2
4576,0
4577,11
4578,5
4579,0
4580,1
4581,0
4582,0
4583,1
4584,0
4585,1
4586,1
4587,0
4588,3
4589,1
4590,0
4591,1
4592,1
4593,4
4594,0
4595,1
4596,0
4597,16
4598,0
4599,0
4600,1
4601,1
4602,1
4603,1
4604,4
4605,0
4606,1
4607,1
4608,1
4609,0
4610,0
4611,0
4612,7
4613,0
4614,1
4615,1
4616,0
4617,0
4618,0
4619,1
4620,1
4621,1
4622,1
4623,0
4624,0
4625,0
4626,0
4627,0
4628,2
4629,3
4630,1
4631,1
4632,5
4633,1
4634,0
4635,2
4636,2
4637,0
4638,0
4639,2
4640,3
4641,1
4642,1
4643,1
4644,2
4645,4
4646,2
4647,1
4648,1
4649,1
4650,1
4651,0
4652,0
4653,5
4654,4
4655,1
4656,2
4657,0
4658,1
4659,0
4660,1
4661,1
4662,1
4663,0
4664,0
4665,2
4666,0
4667,2
4668,0
4669,0
4670,1
4671,0
4672,1
4673,0
4674,1
4675,0
4676,0
4677,1
4678,1
4679,1
4680,7
4681,1
4682,5
4683,1
4684,0
4685,5
4686,0
4687,4
4688,1
4689,4
4690,0
4691,2
4692,0
4693,0
4694,0
4695,0
4696,4
4697,0
4698,0
4699,1
4700,1
4701,1
4702,2
4703,1
4704,0
4705,0
4706,0
4707,1
4708,1
4709,0
4710,5
4711,3
4712,1
4713,2
4714,1
4715,2
4716,1
4717,1
4718,1
4719,4
4720,1
4721,1
4722,0
4723,5
4724,4
4725,4
4726,1
4727,0
4728,0
4729,5
4730,1
4731,1
4732,1
4733,1
4734,0
4735,0
4736,1
4737,6
4738,9
4739,3
4740,0
4741,4
4742,0
4743,5
4744,1
4745,13
4746,9
4747,13
4748,2
4749,2
4750,0
4751,0
4752,5
4753,0
4754,1
4755,1
4756,5
4757,1
4758,1
4759,2
4760,1
4761,5
4762,1
4763,6
4764,6
4765,6
4766,5
4767,1
4768,5
4769,0
4770,5
4771,1
4772,5
4773,1
4774,8
4775,1
4776,18
4777,1
4778,1
4779,1
4780,2
4781,6
4782,1
4783,1
4784,0
4785,6
4786,9
4787,0
4788,1
4789,0
4790,1
4791,1
4792,1
4793,3
4794,2
4795,1
4796,0
4797,1
4798,2
4799,2
4800,0
4801,1
4802,1
4803,6
4804,4
4805,2
4806,1
4807,0
4808,1
4809,3
4810,6
4811,6
4812,1
4813,0
4814,2
4815,0
4816,2
4817,2
4818,2
4819,2
4820,2
4821,5
4822,0
4823,0
4824,1
4825,3
4826,8
4827,3
4828,5
4829,0
4830,1
4831,5
4832,0
4833,0
4834,0
4835,0
4836,2
4837,0
4838,0
4839,0
4840,0
4841,0
4842,2
4843,2
4844,2
4845,2
4846,5
4847,8
4848,0
4849,2
4850,2
4851,0
4852,5
4853,2
4854,1
4855,2
4856,0
4857,1
4858,0
4859,3
4860,0
4861,1
4862,1
4863,0
4864,0
4865,0
4866,0
4867,0
4868,5
4869,0
4870,0
4871,0
4872,2
4873,2
4874,6
4875,2
4876,6
4877,9
4878,6
4879,6
4880,9
4881,2
4882,0
4883,1
4884,1
4885,0
4886,5
4887,5
4888,0
4889,0
4890,5
4891,5
4892,5
4893,1
4894,1
4895,1
4896,5
4897,5
4898,5
4899,2
4900,0
4901,1
4902,1
4903,0
4904,5
4905,0
4906,5
4907,1
4908,2
4909,5
4910,5
4911,7
4912,5
4913,5
4914,3
4915,5
4916,5
4917,5
4918,5
4919,0
4920,0
4921,1
4922,1
4923,1
4924,6
4925,5
4926,1
4927,1
4928,5
4929,1
4930,5
4931,0
4932,1
4933,5
4934,0
4935,14
4936,2
4937,1
4938,4
4939,3
4940,0
4941,4
4942,1
4943,1
4944,1
4945,6
4946,1
4947,1
4948,1
4949,0
4950,1
4951,6
4952,0
4953,11
4954,11
4955,11
4956,1
4957,6
4958,0
4959,3
4960,2
4961,7
4962,3
4963,1
4964,3
4965,3
4966,1
4967,0
4968,7
4969,6
4970,2
4971,0
4972,3
4973,0
4974,17
4975,8
4976,2
4977,7
4978,2
4979,0
4980,2
4981,0
4982,2
4983,2
4984,0
4985,2
4986,7
4987,5
4988,2
4989,1
4990,0
4991,4
4992,0
4993,1
4994,0
4995,1
4996,1
4997,0
4998,0
4999,4
5000,0
5001,0
5002,0
5003,0
5004,1
5005,0
5006,4
5007,4
5008,1
5009,2
5010,0
5011,2
5012,0
5013,3
5014,2
5015,7
5016,0
5017,0
5018,0
5019,7
5020,2
5021,0
5022,2
5023,0
5024,2
5025,0
5026,0
5027,0
5028,0
5029,2
5030,0
5031,2
5032,0
5033,0
5034,0
5035,1
5036,0
5037,0
5038,0
5039,0
5040,2
5041,2
5042,2
5043,0
5044,0
5045,6
5046,2
5047,6
5048,2
5049,1
5050,2
5051,8
5052,2
5053,2
5054,2
5055,2
5056,1
5057,1
5058,3
5059,3
5060,3
5061,1
5062,5
5063,2
5064,0
5065,0
5066,1
5067,0
5068,1
5069,0
5070,3
5071,8
5072,6
5073,2
5074,5
5075,13
5076,2
5077,0
5078,1
5079,3
5080,7
5081,0
5082,16
5083,1
5084,2
5085,7
5086,7
5087,1
5088,1
5089,0
5090,5
5091,0
5092,7
5093,3
5094,7
5095,7
5096,7
5097,0
5098,1
5099,7
5100,5
5101,5
5102,5
5103,0
5104,5
5105,3
5106,3
5107,2
5108,3
5109,1
5110,3
5111,6
5112,3
5113,3
5114,3
5115,3
5116,1
5117,1
5118,1
5119,9
5120,2
5121,2
5122,2
5123,0
5124,3
5125,3
5126,2
5127,3
5128,2
5129,2
5130,2
5131,0
5132,2
5133,2
5134,2
5135,3
5136,2
5137,3
5138,2
5139,3
5140,2
5141,2
5142,2
5143,3
5144,2
5145,2
5146,2
5147,0
5148,2
5149,0
5150,2
5151,0
5152,2
5153,1
5154,0
5155,1
5156,0
5157,3
5158,0
5159,0
5160,0
5161,9
5162,6
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,0
5170,3
5171,1
5172,0
5173,0
5174,0
5175,1
5176,6
5177,6
5178,6
5179,6
5180,6
5181,6
5182,3
5183,2
5184,0
5185,2
5186,10
5187,6
5188,6
5189,6
5190,6
5191,14
5192,1
5193,3
5194,2
5195,2
5196,5
5197,0
5198,0
5199,4
5200,5
5201,0
5202,0
5203,1
5204,6
5205,0
5206,3
5207,0
5208,0
5209,0
5210,1
5211,2
5212,0
5213,0
5214,0
5215,0
5216,9
5217,13
5218,7
5219,0
5220,3
5221,0
5222,2
5223,0
5224,1
5225,0
5226,6
5227,6
5228,0
5229,0
5230,0
5231,2
5232,2
5233,2
5234,14
5235,0
5236,3
5237,7
5238,1
5239,13
5240,1
5241,6
5242,6
5243,1
5244,1
5245,1
5246,0
5247,0
5248,0
5249,0
5250,1
5251,2
5252,2
5253,1
5254,2
5255,14
5256,2
5257,3
5258,7
5259,2
5260,2
5261,3
5262,2
5263,7
5264,7
5265,2
5266,2
5267,2
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,1
5275,1
5276,1
5277,1
5278,2
5279,2
5280,3
5281,2
5282,5
5283,8
5284,8
5285,1
5286,2
5287,1
5288,2
5289,2
5290,0
5291,1
5292,2
5293,0
5294,2
5295,0
5296,2
5297,1
5298,2
5299,0
5300,2
5301,0
5302,2
5303,6
5304,2
5305,8
5306,2
5307,2
5308,2
5309,0
5310,2
5311,1
5312,2
5313,0
5314,2
5315,2
5316,0
5317,4
5318,0
5319,1
5320,0
5321,1
5322,1
5323,1
5324,0
5325,1
5326,0
5327,1
5328,1
5329,3
5330,1
5331,1
5332,3
5333,3
5334,1
5335,7
5336,2
5337,1
5338,0
5339,2
5340,2
5341,0
5342,8
5343,8
5344,0
5345,3
5346,2
5347,1
5348,2
5349,1
5350,1
5351,2
5352,2
5353,0
5354,0
5355,0
5356,3
5357,2
5358,0
5359,1
5360,1
5361,4
5362,2
5363,2
5364,2
5365,2
5366,2
5367,2
5368,2
5369,2
5370,2
5371,2
5372,2
5373,2
5374,7
5375,2
5376,2
5377,1
5378,0
5379,0
5380,7
5381,5
5382,5
5383,2
5384,1
5385,2
5386,6
5387,2
5388,2
5389,8
5390,0
5391,1
5392,1
5393,0
5394,1
5395,1
5396,1
5397,1
5398,0
5399,1
5400,0
5401,1
5402,0
5403,1
5404,0
5405,1
5406,1
5407,4
5408,1
5409,1
5410,1
5411,0
5412,1
5413,9
5414,1
5415,1
5416,1
5417,1
5418,1
5419,6
5420,0
5421,0
5422,1
5423,9
5424,0
5425,1
5426,1
5427,0
5428,1
5429,1
5430,0
5431,0
5432,0
5433,0
5434,0
5435,1
5436,1
5437,1
5438,1
5439,1
5440,1
5441,0
5442,0
5443,0
5444,1
5445,0
5446,0
5447,0
5448,1
5449,1
5450,1
5451,0
5452,1
5453,1
5454,1
5455,0
5456,1
5457,9
5458,1
5459,0
5460,0
5461,0
5462,1
5463,1
5464,6
5465,1
5466,0
5467,0
5468,0
5469,1
5470,1
5471,0
5472,1
5473,1
5474,0
5475,1
5476,1
5477,1
5478,0
5479,1
5480,0
5481,0
5482,0
5483,0
5484,0
5485,6
5486,0
5487,1
5488,1
5489,0
5490,0
5491,0
5492,2
5493,1
5494,0
5495,0
5496,4
5497,8
5498,0
5499,1
5500,1
5501,0
5502,0
5503,1
5504,0
5505,0
5506,1
5507,0
5508,0
5509,1
5510,4
5511,2
5512,0
5513,1
5514,1
5515,1
5516,1
5517,1
5518,0
5519,1
5520,1
5521,1
5522,0
5523,1
5524,1
5525,4
5526,3
5527,1
5528,1
5529,0
5530,4
5531,3
5532,1
5533,1
5534,0
5535,8
5536,8
5537,2
5538,2
5539,2
5540,4
5541,2
5542,1
5543,4
5544,4
5545,0
5546,1
5547,10
5548,2
5549,2
5550,5
5551,0
5552,4
5553,1
5554,6
5555,0
5556,4
5557,3
5558,1
5559,1
5560,0
5561,2
5562,6
5563,2
5564,2
5565,2
5566,2
5567,2
5568,4
5569,12
5570,4
5571,2
5572,2
5573,2
5574,2
5575,0
5576,8
5577,2
5578,2
5579,4
5580,0
5581,2
5582,3
5583,2
5584,3
5585,1
5586,2
5587,0
5588,6
5589,2
5590,0
5591,0
5592,6
5593,6
5594,6
5595,2
5596,6
5597,6
5598,2
5599,6
5600,2
5601,2
5602,1
5603,6
5604,4
5605,2
5606,0
5607,1
5608,4
5609,6
5610,2
5611,2
5612,0
5613,1
5614,6
5615,1
5616,6
5617,7
5618,6
5619,0
5620,7
5621,7
5622,1
5623,6
5624,0
5625,0
5626,2
5627,2
5628,6
5629,2
5630,0
5631,6
5632,1
5633,6
5634,1
5635,0
5636,2
5637,1
5638,2
5639,0
5640,6
5641,0
5642,6
5643,9
5644,2
5645,2
5646,2
5647,0
5648,6
5649,2
5650,6
5651,2
5652,6
5653,2
5654,6
5655,2
5656,2
5657,9
5658,2
5659,9
